District,Zone,Geographical Region,Development Region,Year BS,Year AD,Grade Category,Grade,Gender,Ethnicity,Number of students
Dailekh,Bheri,Hill,Mid-Western,2065,2008,Higher Secondary Janjati,Grade 12,Total,Janjati,0
Dailekh,Bheri,Hill,Mid-Western,2066,2009,ECD/PPC,ECD/PPC,Girls,Dalit,549
Dailekh,Bheri,Hill,Mid-Western,2066,2009,ECD/PPC,ECD/PPC,Boys,Dalit,546
Dailekh,Bheri,Hill,Mid-Western,2066,2009,ECD/PPC,ECD/PPC,Total,Dalit,1095
Dailekh,Bheri,Hill,Mid-Western,2066,2009,ECD/PPC,ECD/PPC,Girls,Janjati,277
Dailekh,Bheri,Hill,Mid-Western,2066,2009,ECD/PPC,ECD/PPC,Boys,Janjati,255
Dailekh,Bheri,Hill,Mid-Western,2066,2009,ECD/PPC,ECD/PPC,Total,Janjati,532
Dailekh,Bheri,Hill,Mid-Western,2066,2009,ECD/PPC,ECD/PPC,Girls,Others,1555
Dailekh,Bheri,Hill,Mid-Western,2066,2009,ECD/PPC,ECD/PPC,Boys,Others,1531
Dailekh,Bheri,Hill,Mid-Western,2066,2009,ECD/PPC,ECD/PPC,Total,Others,3086
Dailekh,Bheri,Hill,Mid-Western,2066,2009,Primary Total enrollment,Grade 1,Girls,Others,9966
Dailekh,Bheri,Hill,Mid-Western,2066,2009,Primary Total enrollment,Grade 1,Boys,Others,10280
Dailekh,Bheri,Hill,Mid-Western,2066,2009,Primary Total enrollment,Grade 1,Total,Others,20246
Dailekh,Bheri,Hill,Mid-Western,2066,2009,Primary Total enrollment,Grade 2,Girls,Others,6041
Dailekh,Bheri,Hill,Mid-Western,2066,2009,Primary Total enrollment,Grade 2,Boys,Others,5725
Dailekh,Bheri,Hill,Mid-Western,2066,2009,Primary Total enrollment,Grade 2,Total,Others,11766
Dailekh,Bheri,Hill,Mid-Western,2066,2009,Primary Total enrollment,Grade 3,Girls,Others,5269
Dailekh,Bheri,Hill,Mid-Western,2066,2009,Primary Total enrollment,Grade 3,Boys,Others,4933
Dailekh,Bheri,Hill,Mid-Western,2066,2009,Primary Total enrollment,Grade 3,Total,Others,10202
Dailekh,Bheri,Hill,Mid-Western,2066,2009,Primary Total enrollment,Grade 4,Girls,Others,5155
Dailekh,Bheri,Hill,Mid-Western,2066,2009,Primary Total enrollment,Grade 4,Boys,Others,4645
Dailekh,Bheri,Hill,Mid-Western,2066,2009,Primary Total enrollment,Grade 4,Total,Others,9800
Dailekh,Bheri,Hill,Mid-Western,2066,2009,Primary Total enrollment,Grade 5,Girls,Others,4612
Dailekh,Bheri,Hill,Mid-Western,2066,2009,Primary Total enrollment,Grade 5,Boys,Others,4191
Dailekh,Bheri,Hill,Mid-Western,2066,2009,Primary Total enrollment,Grade 5,Total,Others,8803
Dailekh,Bheri,Hill,Mid-Western,2066,2009,Primary Dalit enrollment,Grade 1,Girls,Dalit,4851
Dailekh,Bheri,Hill,Mid-Western,2066,2009,Primary Dalit enrollment,Grade 1,Boys,Dalit,4710
Dailekh,Bheri,Hill,Mid-Western,2066,2009,Primary Dalit enrollment,Grade 1,Total,Dalit,9561
Dailekh,Bheri,Hill,Mid-Western,2066,2009,Primary Dalit enrollment,Grade 2,Girls,Dalit,2667
Dailekh,Bheri,Hill,Mid-Western,2066,2009,Primary Dalit enrollment,Grade 2,Boys,Dalit,2405
Dailekh,Bheri,Hill,Mid-Western,2066,2009,Primary Dalit enrollment,Grade 2,Total,Dalit,5072
Dailekh,Bheri,Hill,Mid-Western,2066,2009,Primary Dalit enrollment,Grade 3,Girls,Dalit,2200
Dailekh,Bheri,Hill,Mid-Western,2066,2009,Primary Dalit enrollment,Grade 3,Boys,Dalit,1940
Dailekh,Bheri,Hill,Mid-Western,2066,2009,Primary Dalit enrollment,Grade 3,Total,Dalit,4140
Dailekh,Bheri,Hill,Mid-Western,2066,2009,Primary Dalit enrollment,Grade 4,Girls,Dalit,1626
Dailekh,Bheri,Hill,Mid-Western,2066,2009,Primary Dalit enrollment,Grade 4,Boys,Dalit,1632
Dailekh,Bheri,Hill,Mid-Western,2066,2009,Primary Dalit enrollment,Grade 4,Total,Dalit,3258
Dailekh,Bheri,Hill,Mid-Western,2066,2009,Primary Dalit enrollment,Grade 5,Girls,Dalit,1272
Dailekh,Bheri,Hill,Mid-Western,2066,2009,Primary Dalit enrollment,Grade 5,Boys,Dalit,1491
Dailekh,Bheri,Hill,Mid-Western,2066,2009,Primary Dalit enrollment,Grade 5,Total,Dalit,2763
Dailekh,Bheri,Hill,Mid-Western,2066,2009,Primary Janjati enrollment,Grade 1,Girls,Janjati,1242
Dailekh,Bheri,Hill,Mid-Western,2066,2009,Primary Janjati enrollment,Grade 1,Boys,Janjati,1353
Dailekh,Bheri,Hill,Mid-Western,2066,2009,Primary Janjati enrollment,Grade 1,Total,Janjati,2595
Dailekh,Bheri,Hill,Mid-Western,2066,2009,Primary Janjati enrollment,Grade 2,Girls,Janjati,840
Dailekh,Bheri,Hill,Mid-Western,2066,2009,Primary Janjati enrollment,Grade 2,Boys,Janjati,831
Dailekh,Bheri,Hill,Mid-Western,2066,2009,Primary Janjati enrollment,Grade 2,Total,Janjati,1671
Dailekh,Bheri,Hill,Mid-Western,2066,2009,Primary Janjati enrollment,Grade 3,Girls,Janjati,750
Dailekh,Bheri,Hill,Mid-Western,2066,2009,Primary Janjati enrollment,Grade 3,Boys,Janjati,699
Dailekh,Bheri,Hill,Mid-Western,2066,2009,Primary Janjati enrollment,Grade 3,Total,Janjati,1449
Dailekh,Bheri,Hill,Mid-Western,2066,2009,Primary Janjati enrollment,Grade 4,Girls,Janjati,772
Dailekh,Bheri,Hill,Mid-Western,2066,2009,Primary Janjati enrollment,Grade 4,Boys,Janjati,706
Dailekh,Bheri,Hill,Mid-Western,2066,2009,Primary Janjati enrollment,Grade 4,Total,Janjati,1478
Dailekh,Bheri,Hill,Mid-Western,2066,2009,Primary Janjati enrollment,Grade 5,Girls,Janjati,639
Dailekh,Bheri,Hill,Mid-Western,2066,2009,Primary Janjati enrollment,Grade 5,Boys,Janjati,588
Dailekh,Bheri,Hill,Mid-Western,2066,2009,Primary Janjati enrollment,Grade 5,Total,Janjati,1227
Dailekh,Bheri,Hill,Mid-Western,2066,2009,Lower Secondary & Secondary total enrollment,Grade 6,Girls,Others,3474
Dailekh,Bheri,Hill,Mid-Western,2066,2009,Lower Secondary & Secondary total enrollment,Grade 6,Boys,Others,3491
Dailekh,Bheri,Hill,Mid-Western,2066,2009,Lower Secondary & Secondary total enrollment,Grade 6,Total,Others,6965
Dailekh,Bheri,Hill,Mid-Western,2066,2009,Lower Secondary & Secondary total enrollment,Grade 7,Girls,Others,2659
Dailekh,Bheri,Hill,Mid-Western,2066,2009,Lower Secondary & Secondary total enrollment,Grade 7,Boys,Others,2730
Dailekh,Bheri,Hill,Mid-Western,2066,2009,Lower Secondary & Secondary total enrollment,Grade 7,Total,Others,5389
Dailekh,Bheri,Hill,Mid-Western,2066,2009,Lower Secondary & Secondary total enrollment,Grade 8,Girls,Others,2975
Dailekh,Bheri,Hill,Mid-Western,2066,2009,Lower Secondary & Secondary total enrollment,Grade 8,Boys,Others,3045
Dailekh,Bheri,Hill,Mid-Western,2066,2009,Lower Secondary & Secondary total enrollment,Grade 8,Total,Others,6020
Dailekh,Bheri,Hill,Mid-Western,2066,2009,Lower Secondary & Secondary total enrollment,Grade 9,Girls,Others,2199
Dailekh,Bheri,Hill,Mid-Western,2066,2009,Lower Secondary & Secondary total enrollment,Grade 9,Boys,Others,2614
Dailekh,Bheri,Hill,Mid-Western,2066,2009,Lower Secondary & Secondary total enrollment,Grade 9,Total,Others,4813
Dailekh,Bheri,Hill,Mid-Western,2066,2009,Lower Secondary & Secondary total enrollment,Grade 10,Girls,Others,2142
Dailekh,Bheri,Hill,Mid-Western,2066,2009,Lower Secondary & Secondary total enrollment,Grade 10,Boys,Others,2676
Dailekh,Bheri,Hill,Mid-Western,2066,2009,Lower Secondary & Secondary total enrollment,Grade 10,Total,Others,4818
Dailekh,Bheri,Hill,Mid-Western,2066,2009,Lower Secondary & Secondary dalit enrollment,Grade 6,Girls,Dalit,870
Dailekh,Bheri,Hill,Mid-Western,2066,2009,Lower Secondary & Secondary dalit enrollment,Grade 6,Boys,Dalit,1054
Dailekh,Bheri,Hill,Mid-Western,2066,2009,Lower Secondary & Secondary dalit enrollment,Grade 6,Total,Dalit,1924
Dailekh,Bheri,Hill,Mid-Western,2066,2009,Lower Secondary & Secondary dalit enrollment,Grade 7,Girls,Dalit,499
Dailekh,Bheri,Hill,Mid-Western,2066,2009,Lower Secondary & Secondary dalit enrollment,Grade 7,Boys,Dalit,684
Dailekh,Bheri,Hill,Mid-Western,2066,2009,Lower Secondary & Secondary dalit enrollment,Grade 7,Total,Dalit,1183
Dailekh,Bheri,Hill,Mid-Western,2066,2009,Lower Secondary & Secondary dalit enrollment,Grade 8,Girls,Dalit,512
Dailekh,Bheri,Hill,Mid-Western,2066,2009,Lower Secondary & Secondary dalit enrollment,Grade 8,Boys,Dalit,665
Dailekh,Bheri,Hill,Mid-Western,2066,2009,Lower Secondary & Secondary dalit enrollment,Grade 8,Total,Dalit,1177
Dailekh,Bheri,Hill,Mid-Western,2066,2009,Lower Secondary & Secondary dalit enrollment,Grade 9,Girls,Dalit,294
Dailekh,Bheri,Hill,Mid-Western,2066,2009,Lower Secondary & Secondary dalit enrollment,Grade 9,Boys,Dalit,415
Dailekh,Bheri,Hill,Mid-Western,2066,2009,Lower Secondary & Secondary dalit enrollment,Grade 9,Total,Dalit,709
Dailekh,Bheri,Hill,Mid-Western,2066,2009,Lower Secondary & Secondary dalit enrollment,Grade 10,Girls,Dalit,218
Dailekh,Bheri,Hill,Mid-Western,2066,2009,Lower Secondary & Secondary dalit enrollment,Grade 10,Boys,Dalit,339
Dailekh,Bheri,Hill,Mid-Western,2066,2009,Lower Secondary & Secondary dalit enrollment,Grade 10,Total,Dalit,557
Dailekh,Bheri,Hill,Mid-Western,2066,2009,Lower Secondary & Secondary Janjati enrollment,Grade 6,Girls,Janjati,474
Dailekh,Bheri,Hill,Mid-Western,2066,2009,Lower Secondary & Secondary Janjati enrollment,Grade 6,Boys,Janjati,461
Dailekh,Bheri,Hill,Mid-Western,2066,2009,Lower Secondary & Secondary Janjati enrollment,Grade 6,Total,Janjati,935
Dailekh,Bheri,Hill,Mid-Western,2066,2009,Lower Secondary & Secondary Janjati enrollment,Grade 7,Girls,Janjati,371
Dailekh,Bheri,Hill,Mid-Western,2066,2009,Lower Secondary & Secondary Janjati enrollment,Grade 7,Boys,Janjati,372
Dailekh,Bheri,Hill,Mid-Western,2066,2009,Lower Secondary & Secondary Janjati enrollment,Grade 7,Total,Janjati,743
Dailekh,Bheri,Hill,Mid-Western,2066,2009,Lower Secondary & Secondary Janjati enrollment,Grade 8,Girls,Janjati,371
Dailekh,Bheri,Hill,Mid-Western,2066,2009,Lower Secondary & Secondary Janjati enrollment,Grade 8,Boys,Janjati,423
Dailekh,Bheri,Hill,Mid-Western,2066,2009,Lower Secondary & Secondary Janjati enrollment,Grade 8,Total,Janjati,794
Dailekh,Bheri,Hill,Mid-Western,2066,2009,Lower Secondary & Secondary Janjati enrollment,Grade 9,Girls,Janjati,316
Dailekh,Bheri,Hill,Mid-Western,2066,2009,Lower Secondary & Secondary Janjati enrollment,Grade 9,Boys,Janjati,306
Dailekh,Bheri,Hill,Mid-Western,2066,2009,Lower Secondary & Secondary Janjati enrollment,Grade 9,Total,Janjati,622
Dailekh,Bheri,Hill,Mid-Western,2066,2009,Lower Secondary & Secondary Janjati enrollment,Grade 10,Girls,Janjati,246
Dailekh,Bheri,Hill,Mid-Western,2066,2009,Lower Secondary & Secondary Janjati enrollment,Grade 10,Boys,Janjati,331
Dailekh,Bheri,Hill,Mid-Western,2066,2009,Lower Secondary & Secondary Janjati enrollment,Grade 10,Total,Janjati,577
Dailekh,Bheri,Hill,Mid-Western,2066,2009,Higher Secondary Total,Grade 11,Girls,Others,1242
Dailekh,Bheri,Hill,Mid-Western,2066,2009,Higher Secondary Total,Grade 11,Boys,Others,1685
Dailekh,Bheri,Hill,Mid-Western,2066,2009,Higher Secondary Total,Grade 11,Total,Others,2927
Dailekh,Bheri,Hill,Mid-Western,2066,2009,Higher Secondary Total,Grade 12,Girls,Others,1004
Dailekh,Bheri,Hill,Mid-Western,2066,2009,Higher Secondary Total,Grade 12,Boys,Others,1285
Dailekh,Bheri,Hill,Mid-Western,2066,2009,Higher Secondary Total,Grade 12,Total,Others,2289
Dailekh,Bheri,Hill,Mid-Western,2066,2009,Higher Secondary  Dalit,Grade 11,Girls,Dalit,104
Dailekh,Bheri,Hill,Mid-Western,2066,2009,Higher Secondary  Dalit,Grade 11,Boys,Dalit,188
Dailekh,Bheri,Hill,Mid-Western,2066,2009,Higher Secondary  Dalit,Grade 11,Total,Dalit,292
Dailekh,Bheri,Hill,Mid-Western,2066,2009,Higher Secondary  Dalit,Grade 12,Girls,Dalit,68
Dailekh,Bheri,Hill,Mid-Western,2066,2009,Higher Secondary  Dalit,Grade 12,Boys,Dalit,126
Dailekh,Bheri,Hill,Mid-Western,2066,2009,Higher Secondary  Dalit,Grade 12,Total,Dalit,194
Dailekh,Bheri,Hill,Mid-Western,2066,2009,Higher Secondary Janjati,Grade 11,Girls,Janjati,83
Dailekh,Bheri,Hill,Mid-Western,2066,2009,Higher Secondary Janjati,Grade 11,Boys,Janjati,125
Dailekh,Bheri,Hill,Mid-Western,2066,2009,Higher Secondary Janjati,Grade 11,Total,Janjati,208
Dailekh,Bheri,Hill,Mid-Western,2066,2009,Higher Secondary Janjati,Grade 12,Girls,Janjati,58
Dailekh,Bheri,Hill,Mid-Western,2066,2009,Higher Secondary Janjati,Grade 12,Boys,Janjati,105
Dailekh,Bheri,Hill,Mid-Western,2066,2009,Higher Secondary Janjati,Grade 12,Total,Janjati,163
Dailekh,Bheri,Hill,Mid-Western,2067,2010,ECD/PPC,ECD/PPC,Girls,Dalit,876
Dailekh,Bheri,Hill,Mid-Western,2067,2010,ECD/PPC,ECD/PPC,Boys,Dalit,823
Dailekh,Bheri,Hill,Mid-Western,2067,2010,ECD/PPC,ECD/PPC,Total,Dalit,1699
Dailekh,Bheri,Hill,Mid-Western,2067,2010,ECD/PPC,ECD/PPC,Girls,Janjati,440
Dailekh,Bheri,Hill,Mid-Western,2067,2010,ECD/PPC,ECD/PPC,Boys,Janjati,330
Dailekh,Bheri,Hill,Mid-Western,2067,2010,ECD/PPC,ECD/PPC,Total,Janjati,770
Dailekh,Bheri,Hill,Mid-Western,2067,2010,ECD/PPC,ECD/PPC,Girls,Others,2953
Dailekh,Bheri,Hill,Mid-Western,2067,2010,ECD/PPC,ECD/PPC,Boys,Others,3108
Dailekh,Bheri,Hill,Mid-Western,2067,2010,ECD/PPC,ECD/PPC,Total,Others,6061
Dailekh,Bheri,Hill,Mid-Western,2067,2010,Primary Total enrollment,Grade 1,Girls,Others,8300
Dailekh,Bheri,Hill,Mid-Western,2067,2010,Primary Total enrollment,Grade 1,Boys,Others,8407
Dailekh,Bheri,Hill,Mid-Western,2067,2010,Primary Total enrollment,Grade 1,Total,Others,16707
Dailekh,Bheri,Hill,Mid-Western,2067,2010,Primary Total enrollment,Grade 2,Girls,Others,5606
Dailekh,Bheri,Hill,Mid-Western,2067,2010,Primary Total enrollment,Grade 2,Boys,Others,5336
Dailekh,Bheri,Hill,Mid-Western,2067,2010,Primary Total enrollment,Grade 2,Total,Others,10942
Dailekh,Bheri,Hill,Mid-Western,2067,2010,Primary Total enrollment,Grade 3,Girls,Others,5012
Dailekh,Bheri,Hill,Mid-Western,2067,2010,Primary Total enrollment,Grade 3,Boys,Others,4501
Dailekh,Bheri,Hill,Mid-Western,2067,2010,Primary Total enrollment,Grade 3,Total,Others,9513
Dailekh,Bheri,Hill,Mid-Western,2067,2010,Primary Total enrollment,Grade 4,Girls,Others,4603
Dailekh,Bheri,Hill,Mid-Western,2067,2010,Primary Total enrollment,Grade 4,Boys,Others,4321
Dailekh,Bheri,Hill,Mid-Western,2067,2010,Primary Total enrollment,Grade 4,Total,Others,8924
Dailekh,Bheri,Hill,Mid-Western,2067,2010,Primary Total enrollment,Grade 5,Girls,Others,5167
Dailekh,Bheri,Hill,Mid-Western,2067,2010,Primary Total enrollment,Grade 5,Boys,Others,4171
Dailekh,Bheri,Hill,Mid-Western,2067,2010,Primary Total enrollment,Grade 5,Total,Others,9338
Dailekh,Bheri,Hill,Mid-Western,2067,2010,Primary Dalit enrollment,Grade 1,Girls,Dalit,4081
Dailekh,Bheri,Hill,Mid-Western,2067,2010,Primary Dalit enrollment,Grade 1,Boys,Dalit,4107
Dailekh,Bheri,Hill,Mid-Western,2067,2010,Primary Dalit enrollment,Grade 1,Total,Dalit,8188
Dailekh,Bheri,Hill,Mid-Western,2067,2010,Primary Dalit enrollment,Grade 2,Girls,Dalit,2579
Dailekh,Bheri,Hill,Mid-Western,2067,2010,Primary Dalit enrollment,Grade 2,Boys,Dalit,2377
Dailekh,Bheri,Hill,Mid-Western,2067,2010,Primary Dalit enrollment,Grade 2,Total,Dalit,4956
Dailekh,Bheri,Hill,Mid-Western,2067,2010,Primary Dalit enrollment,Grade 3,Girls,Dalit,2037
Dailekh,Bheri,Hill,Mid-Western,2067,2010,Primary Dalit enrollment,Grade 3,Boys,Dalit,1970
Dailekh,Bheri,Hill,Mid-Western,2067,2010,Primary Dalit enrollment,Grade 3,Total,Dalit,4007
Dailekh,Bheri,Hill,Mid-Western,2067,2010,Primary Dalit enrollment,Grade 4,Girls,Dalit,1943
Dailekh,Bheri,Hill,Mid-Western,2067,2010,Primary Dalit enrollment,Grade 4,Boys,Dalit,1650
Dailekh,Bheri,Hill,Mid-Western,2067,2010,Primary Dalit enrollment,Grade 4,Total,Dalit,3593
Dailekh,Bheri,Hill,Mid-Western,2067,2010,Primary Dalit enrollment,Grade 5,Girls,Dalit,1455
Dailekh,Bheri,Hill,Mid-Western,2067,2010,Primary Dalit enrollment,Grade 5,Boys,Dalit,1484
Dailekh,Bheri,Hill,Mid-Western,2067,2010,Primary Dalit enrollment,Grade 5,Total,Dalit,2939
Dailekh,Bheri,Hill,Mid-Western,2067,2010,Primary Janjati enrollment,Grade 1,Girls,Janjati,1094
Dailekh,Bheri,Hill,Mid-Western,2067,2010,Primary Janjati enrollment,Grade 1,Boys,Janjati,1115
Dailekh,Bheri,Hill,Mid-Western,2067,2010,Primary Janjati enrollment,Grade 1,Total,Janjati,2209
Dailekh,Bheri,Hill,Mid-Western,2067,2010,Primary Janjati enrollment,Grade 2,Girls,Janjati,818
Dailekh,Bheri,Hill,Mid-Western,2067,2010,Primary Janjati enrollment,Grade 2,Boys,Janjati,744
Dailekh,Bheri,Hill,Mid-Western,2067,2010,Primary Janjati enrollment,Grade 2,Total,Janjati,1562
Dailekh,Bheri,Hill,Mid-Western,2067,2010,Primary Janjati enrollment,Grade 3,Girls,Janjati,648
Dailekh,Bheri,Hill,Mid-Western,2067,2010,Primary Janjati enrollment,Grade 3,Boys,Janjati,613
Dailekh,Bheri,Hill,Mid-Western,2067,2010,Primary Janjati enrollment,Grade 3,Total,Janjati,1261
Dailekh,Bheri,Hill,Mid-Western,2067,2010,Primary Janjati enrollment,Grade 4,Girls,Janjati,618
Dailekh,Bheri,Hill,Mid-Western,2067,2010,Primary Janjati enrollment,Grade 4,Boys,Janjati,593
Dailekh,Bheri,Hill,Mid-Western,2067,2010,Primary Janjati enrollment,Grade 4,Total,Janjati,1211
Dailekh,Bheri,Hill,Mid-Western,2067,2010,Primary Janjati enrollment,Grade 5,Girls,Janjati,700
Dailekh,Bheri,Hill,Mid-Western,2067,2010,Primary Janjati enrollment,Grade 5,Boys,Janjati,568
Dailekh,Bheri,Hill,Mid-Western,2067,2010,Primary Janjati enrollment,Grade 5,Total,Janjati,1268
Dailekh,Bheri,Hill,Mid-Western,2067,2010,Lower Secondary & Secondary total enrollment,Grade 6,Girls,Others,4366
Dailekh,Bheri,Hill,Mid-Western,2067,2010,Lower Secondary & Secondary total enrollment,Grade 6,Boys,Others,4121
Dailekh,Bheri,Hill,Mid-Western,2067,2010,Lower Secondary & Secondary total enrollment,Grade 6,Total,Others,8487
Dailekh,Bheri,Hill,Mid-Western,2067,2010,Lower Secondary & Secondary total enrollment,Grade 7,Girls,Others,3340
Dailekh,Bheri,Hill,Mid-Western,2067,2010,Lower Secondary & Secondary total enrollment,Grade 7,Boys,Others,3327
Dailekh,Bheri,Hill,Mid-Western,2067,2010,Lower Secondary & Secondary total enrollment,Grade 7,Total,Others,6667
Dailekh,Bheri,Hill,Mid-Western,2067,2010,Lower Secondary & Secondary total enrollment,Grade 8,Girls,Others,2898
Dailekh,Bheri,Hill,Mid-Western,2067,2010,Lower Secondary & Secondary total enrollment,Grade 8,Boys,Others,3046
Dailekh,Bheri,Hill,Mid-Western,2067,2010,Lower Secondary & Secondary total enrollment,Grade 8,Total,Others,5944
Dailekh,Bheri,Hill,Mid-Western,2067,2010,Lower Secondary & Secondary total enrollment,Grade 9,Girls,Others,2588
Dailekh,Bheri,Hill,Mid-Western,2067,2010,Lower Secondary & Secondary total enrollment,Grade 9,Boys,Others,2843
Dailekh,Bheri,Hill,Mid-Western,2067,2010,Lower Secondary & Secondary total enrollment,Grade 9,Total,Others,5431
Dailekh,Bheri,Hill,Mid-Western,2067,2010,Lower Secondary & Secondary total enrollment,Grade 10,Girls,Others,2133
Dailekh,Bheri,Hill,Mid-Western,2067,2010,Lower Secondary & Secondary total enrollment,Grade 10,Boys,Others,3462
Dailekh,Bheri,Hill,Mid-Western,2067,2010,Lower Secondary & Secondary total enrollment,Grade 10,Total,Others,5595
Dailekh,Bheri,Hill,Mid-Western,2067,2010,Lower Secondary & Secondary dalit enrollment,Grade 6,Girls,Dalit,1208
Dailekh,Bheri,Hill,Mid-Western,2067,2010,Lower Secondary & Secondary dalit enrollment,Grade 6,Boys,Dalit,1248
Dailekh,Bheri,Hill,Mid-Western,2067,2010,Lower Secondary & Secondary dalit enrollment,Grade 6,Total,Dalit,2456
Dailekh,Bheri,Hill,Mid-Western,2067,2010,Lower Secondary & Secondary dalit enrollment,Grade 7,Girls,Dalit,721
Dailekh,Bheri,Hill,Mid-Western,2067,2010,Lower Secondary & Secondary dalit enrollment,Grade 7,Boys,Dalit,819
Dailekh,Bheri,Hill,Mid-Western,2067,2010,Lower Secondary & Secondary dalit enrollment,Grade 7,Total,Dalit,1540
Dailekh,Bheri,Hill,Mid-Western,2067,2010,Lower Secondary & Secondary dalit enrollment,Grade 8,Girls,Dalit,481
Dailekh,Bheri,Hill,Mid-Western,2067,2010,Lower Secondary & Secondary dalit enrollment,Grade 8,Boys,Dalit,707
Dailekh,Bheri,Hill,Mid-Western,2067,2010,Lower Secondary & Secondary dalit enrollment,Grade 8,Total,Dalit,1188
Dailekh,Bheri,Hill,Mid-Western,2067,2010,Lower Secondary & Secondary dalit enrollment,Grade 9,Girls,Dalit,405
Dailekh,Bheri,Hill,Mid-Western,2067,2010,Lower Secondary & Secondary dalit enrollment,Grade 9,Boys,Dalit,578
Dailekh,Bheri,Hill,Mid-Western,2067,2010,Lower Secondary & Secondary dalit enrollment,Grade 9,Total,Dalit,983
Dailekh,Bheri,Hill,Mid-Western,2067,2010,Lower Secondary & Secondary dalit enrollment,Grade 10,Girls,Dalit,245
Dailekh,Bheri,Hill,Mid-Western,2067,2010,Lower Secondary & Secondary dalit enrollment,Grade 10,Boys,Dalit,362
Dailekh,Bheri,Hill,Mid-Western,2067,2010,Lower Secondary & Secondary dalit enrollment,Grade 10,Total,Dalit,607
Dailekh,Bheri,Hill,Mid-Western,2067,2010,Lower Secondary & Secondary Janjati enrollment,Grade 6,Girls,Janjati,548
Dailekh,Bheri,Hill,Mid-Western,2067,2010,Lower Secondary & Secondary Janjati enrollment,Grade 6,Boys,Janjati,517
Dailekh,Bheri,Hill,Mid-Western,2067,2010,Lower Secondary & Secondary Janjati enrollment,Grade 6,Total,Janjati,1065
Dailekh,Bheri,Hill,Mid-Western,2067,2010,Lower Secondary & Secondary Janjati enrollment,Grade 7,Girls,Janjati,450
Dailekh,Bheri,Hill,Mid-Western,2067,2010,Lower Secondary & Secondary Janjati enrollment,Grade 7,Boys,Janjati,454
Dailekh,Bheri,Hill,Mid-Western,2067,2010,Lower Secondary & Secondary Janjati enrollment,Grade 7,Total,Janjati,904
Dailekh,Bheri,Hill,Mid-Western,2067,2010,Lower Secondary & Secondary Janjati enrollment,Grade 8,Girls,Janjati,346
Dailekh,Bheri,Hill,Mid-Western,2067,2010,Lower Secondary & Secondary Janjati enrollment,Grade 8,Boys,Janjati,387
Dailekh,Bheri,Hill,Mid-Western,2067,2010,Lower Secondary & Secondary Janjati enrollment,Grade 8,Total,Janjati,733
Dailekh,Bheri,Hill,Mid-Western,2067,2010,Lower Secondary & Secondary Janjati enrollment,Grade 9,Girls,Janjati,361
Dailekh,Bheri,Hill,Mid-Western,2067,2010,Lower Secondary & Secondary Janjati enrollment,Grade 9,Boys,Janjati,364
Dailekh,Bheri,Hill,Mid-Western,2067,2010,Lower Secondary & Secondary Janjati enrollment,Grade 9,Total,Janjati,725
Dailekh,Bheri,Hill,Mid-Western,2067,2010,Lower Secondary & Secondary Janjati enrollment,Grade 10,Girls,Janjati,265
Dailekh,Bheri,Hill,Mid-Western,2067,2010,Lower Secondary & Secondary Janjati enrollment,Grade 10,Boys,Janjati,668
Dailekh,Bheri,Hill,Mid-Western,2067,2010,Lower Secondary & Secondary Janjati enrollment,Grade 10,Total,Janjati,933
Dailekh,Bheri,Hill,Mid-Western,2067,2010,Higher Secondary Total,Grade 11,Girls,Total (Including All),1216
Dailekh,Bheri,Hill,Mid-Western,2067,2010,Higher Secondary Total,Grade 11,Boys,Total (Including All),1732
Dailekh,Bheri,Hill,Mid-Western,2067,2010,Higher Secondary Total,Grade 11,Total,Total (Including All),2948
Dailekh,Bheri,Hill,Mid-Western,2067,2010,Higher Secondary Total,Grade 12,Girls,Total (Including All),1178
Dailekh,Bheri,Hill,Mid-Western,2067,2010,Higher Secondary Total,Grade 12,Boys,Total (Including All),1513
Dailekh,Bheri,Hill,Mid-Western,2067,2010,Higher Secondary Total,Grade 12,Total,Total (Including All),2691
Dailekh,Bheri,Hill,Mid-Western,2067,2010,Higher Secondary  Dalit,Grade 11,Girls,Dalit,82
Dailekh,Bheri,Hill,Mid-Western,2067,2010,Higher Secondary  Dalit,Grade 11,Boys,Dalit,145
Dailekh,Bheri,Hill,Mid-Western,2067,2010,Higher Secondary  Dalit,Grade 11,Total,Dalit,227
Dailekh,Bheri,Hill,Mid-Western,2067,2010,Higher Secondary  Dalit,Grade 12,Girls,Dalit,100
Dailekh,Bheri,Hill,Mid-Western,2067,2010,Higher Secondary  Dalit,Grade 12,Boys,Dalit,163
Dailekh,Bheri,Hill,Mid-Western,2067,2010,Higher Secondary  Dalit,Grade 12,Total,Dalit,263
Dailekh,Bheri,Hill,Mid-Western,2067,2010,Higher Secondary Janjati,Grade 11,Girls,Janjati,113
Dailekh,Bheri,Hill,Mid-Western,2067,2010,Higher Secondary Janjati,Grade 11,Boys,Janjati,116
Dailekh,Bheri,Hill,Mid-Western,2067,2010,Higher Secondary Janjati,Grade 11,Total,Janjati,229
Dailekh,Bheri,Hill,Mid-Western,2067,2010,Higher Secondary Janjati,Grade 12,Girls,Janjati,115
Dailekh,Bheri,Hill,Mid-Western,2067,2010,Higher Secondary Janjati,Grade 12,Boys,Janjati,112
Dailekh,Bheri,Hill,Mid-Western,2067,2010,Higher Secondary Janjati,Grade 12,Total,Janjati,227
